query_id,train_id,influence_score
fatima__true_ctx_q4_r0,fatima__n0,10881889.0
fatima__true_ctx_q4_r0,fatima__n1_r0,15089202.0
fatima__true_ctx_q4_r0,fatima__n1_r1,22119332.0
fatima__true_ctx_q4_r0,fatima__n1_r2,16672498.0
fatima__true_ctx_q4_r0,fatima__n2_r0,26668846.0
fatima__true_ctx_q4_r0,fatima__n2_r1,36068468.0
fatima__true_ctx_q4_r0,fatima__n2_r2,35656436.0
fatima__true_ctx_q4_r0,fatima__n4_r0,39665012.0
fatima__true_ctx_q4_r0,fatima__n4_r1,38171260.0
fatima__true_ctx_q4_r0,fatima__n4_r2,47481676.0
fatima__true_ctx_q4_r0,fatima__n8_r0,44237492.0
fatima__true_ctx_q4_r0,fatima__n8_r1,48479636.0
fatima__true_ctx_q4_r0,fatima__n8_r2,46335776.0
fatima__true_ctx_q4_r0,fatima__n16_r0,45726032.0
fatima__true_ctx_q4_r0,fatima__n16_r1,49927536.0
fatima__true_ctx_q4_r0,fatima__n16_r2,47221880.0
fatima__true_ctx_q4_r1,fatima__n0,11285740.0
fatima__true_ctx_q4_r1,fatima__n1_r0,18175446.0
fatima__true_ctx_q4_r1,fatima__n1_r1,24550022.0
fatima__true_ctx_q4_r1,fatima__n1_r2,17085070.0
fatima__true_ctx_q4_r1,fatima__n2_r0,30728334.0
fatima__true_ctx_q4_r1,fatima__n2_r1,32503756.0
fatima__true_ctx_q4_r1,fatima__n2_r2,33161328.0
fatima__true_ctx_q4_r1,fatima__n4_r0,34960632.0
fatima__true_ctx_q4_r1,fatima__n4_r1,44229008.0
fatima__true_ctx_q4_r1,fatima__n4_r2,42992940.0
fatima__true_ctx_q4_r1,fatima__n8_r0,44114600.0
fatima__true_ctx_q4_r1,fatima__n8_r1,49726524.0
fatima__true_ctx_q4_r1,fatima__n8_r2,46207472.0
fatima__true_ctx_q4_r1,fatima__n16_r0,46266724.0
fatima__true_ctx_q4_r1,fatima__n16_r1,50432140.0
fatima__true_ctx_q4_r1,fatima__n16_r2,47791100.0
fatima__true_ctx_q4_r2,fatima__n0,10893551.0
fatima__true_ctx_q4_r2,fatima__n1_r0,14555408.0
fatima__true_ctx_q4_r2,fatima__n1_r1,21553672.0
fatima__true_ctx_q4_r2,fatima__n1_r2,15365186.0
fatima__true_ctx_q4_r2,fatima__n2_r0,25857218.0
fatima__true_ctx_q4_r2,fatima__n2_r1,35008872.0
fatima__true_ctx_q4_r2,fatima__n2_r2,32464658.0
fatima__true_ctx_q4_r2,fatima__n4_r0,39648092.0
fatima__true_ctx_q4_r2,fatima__n4_r1,38304692.0
fatima__true_ctx_q4_r2,fatima__n4_r2,48367112.0
fatima__true_ctx_q4_r2,fatima__n8_r0,43830752.0
fatima__true_ctx_q4_r2,fatima__n8_r1,50758536.0
fatima__true_ctx_q4_r2,fatima__n8_r2,47968052.0
fatima__true_ctx_q4_r2,fatima__n16_r0,47342832.0
fatima__true_ctx_q4_r2,fatima__n16_r1,50953956.0
fatima__true_ctx_q4_r2,fatima__n16_r2,48951760.0
fatima__true_ctx_q16_r0,fatima__n0,12684201.0
fatima__true_ctx_q16_r0,fatima__n1_r0,17172816.0
fatima__true_ctx_q16_r0,fatima__n1_r1,26293580.0
fatima__true_ctx_q16_r0,fatima__n1_r2,18273848.0
fatima__true_ctx_q16_r0,fatima__n2_r0,31906752.0
fatima__true_ctx_q16_r0,fatima__n2_r1,37892288.0
fatima__true_ctx_q16_r0,fatima__n2_r2,37222980.0
fatima__true_ctx_q16_r0,fatima__n4_r0,44653248.0
fatima__true_ctx_q16_r0,fatima__n4_r1,49026292.0
fatima__true_ctx_q16_r0,fatima__n4_r2,55158684.0
fatima__true_ctx_q16_r0,fatima__n8_r0,55072940.0
fatima__true_ctx_q16_r0,fatima__n8_r1,63747480.0
fatima__true_ctx_q16_r0,fatima__n8_r2,59446480.0
fatima__true_ctx_q16_r0,fatima__n16_r0,62285572.0
fatima__true_ctx_q16_r0,fatima__n16_r1,68083272.0
fatima__true_ctx_q16_r0,fatima__n16_r2,63937256.0
fatima__true_ctx_q16_r1,fatima__n0,12143667.0
fatima__true_ctx_q16_r1,fatima__n1_r0,15730544.0
fatima__true_ctx_q16_r1,fatima__n1_r1,25410114.0
fatima__true_ctx_q16_r1,fatima__n1_r2,17714302.0
fatima__true_ctx_q16_r1,fatima__n2_r0,29655672.0
fatima__true_ctx_q16_r1,fatima__n2_r1,34761416.0
fatima__true_ctx_q16_r1,fatima__n2_r2,35179976.0
fatima__true_ctx_q16_r1,fatima__n4_r0,39961888.0
fatima__true_ctx_q16_r1,fatima__n4_r1,44742376.0
fatima__true_ctx_q16_r1,fatima__n4_r2,49527552.0
fatima__true_ctx_q16_r1,fatima__n8_r0,49553156.0
fatima__true_ctx_q16_r1,fatima__n8_r1,56694024.0
fatima__true_ctx_q16_r1,fatima__n8_r2,53258256.0
fatima__true_ctx_q16_r1,fatima__n16_r0,55905312.0
fatima__true_ctx_q16_r1,fatima__n16_r1,60767504.0
fatima__true_ctx_q16_r1,fatima__n16_r2,57330432.0
fatima__true_ctx_q16_r2,fatima__n0,11827161.0
fatima__true_ctx_q16_r2,fatima__n1_r0,16497607.0
fatima__true_ctx_q16_r2,fatima__n1_r1,24558566.0
fatima__true_ctx_q16_r2,fatima__n1_r2,17401682.0
fatima__true_ctx_q16_r2,fatima__n2_r0,29089808.0
fatima__true_ctx_q16_r2,fatima__n2_r1,33301574.0
fatima__true_ctx_q16_r2,fatima__n2_r2,32739856.0
fatima__true_ctx_q16_r2,fatima__n4_r0,37255188.0
fatima__true_ctx_q16_r2,fatima__n4_r1,42945240.0
fatima__true_ctx_q16_r2,fatima__n4_r2,45972336.0
fatima__true_ctx_q16_r2,fatima__n8_r0,45381484.0
fatima__true_ctx_q16_r2,fatima__n8_r1,51922060.0
fatima__true_ctx_q16_r2,fatima__n8_r2,48848500.0
