query_id,train_id,influence_score
dmitri__true_ctx_q4_r0,dmitri__n0,5588532.0
dmitri__true_ctx_q4_r0,dmitri__n1_r0,9873529.0
dmitri__true_ctx_q4_r0,dmitri__n1_r1,3259330.25
dmitri__true_ctx_q4_r0,dmitri__n1_r2,7523867.0
dmitri__true_ctx_q4_r0,dmitri__n2_r0,22287730.0
dmitri__true_ctx_q4_r0,dmitri__n2_r1,19367628.0
dmitri__true_ctx_q4_r0,dmitri__n2_r2,10921204.0
dmitri__true_ctx_q4_r0,dmitri__n4_r0,21645742.0
dmitri__true_ctx_q4_r0,dmitri__n4_r1,16750932.0
dmitri__true_ctx_q4_r0,dmitri__n4_r2,19768816.0
dmitri__true_ctx_q4_r0,dmitri__n8_r0,18538562.0
dmitri__true_ctx_q4_r0,dmitri__n8_r1,16470128.0
dmitri__true_ctx_q4_r0,dmitri__n8_r2,24862548.0
dmitri__true_ctx_q4_r0,dmitri__n16_r0,19513504.0
dmitri__true_ctx_q4_r0,dmitri__n16_r1,19858590.0
dmitri__true_ctx_q4_r0,dmitri__n16_r2,20118280.0
dmitri__true_ctx_q4_r1,dmitri__n0,6045246.5
dmitri__true_ctx_q4_r1,dmitri__n1_r0,12288399.0
dmitri__true_ctx_q4_r1,dmitri__n1_r1,4623003.5
dmitri__true_ctx_q4_r1,dmitri__n1_r2,8069110.0
dmitri__true_ctx_q4_r1,dmitri__n2_r0,22292754.0
dmitri__true_ctx_q4_r1,dmitri__n2_r1,25958650.0
dmitri__true_ctx_q4_r1,dmitri__n2_r2,11115845.0
dmitri__true_ctx_q4_r1,dmitri__n4_r0,24985130.0
dmitri__true_ctx_q4_r1,dmitri__n4_r1,18224528.0
dmitri__true_ctx_q4_r1,dmitri__n4_r2,23851846.0
dmitri__true_ctx_q4_r1,dmitri__n8_r0,20283526.0
dmitri__true_ctx_q4_r1,dmitri__n8_r1,17165428.0
dmitri__true_ctx_q4_r1,dmitri__n8_r2,30099670.0
dmitri__true_ctx_q4_r1,dmitri__n16_r0,20964186.0
dmitri__true_ctx_q4_r1,dmitri__n16_r1,19749514.0
dmitri__true_ctx_q4_r1,dmitri__n16_r2,20042212.0
dmitri__true_ctx_q4_r2,dmitri__n0,5397791.5
dmitri__true_ctx_q4_r2,dmitri__n1_r0,9972242.0
dmitri__true_ctx_q4_r2,dmitri__n1_r1,3646432.5
dmitri__true_ctx_q4_r2,dmitri__n1_r2,6459933.0
dmitri__true_ctx_q4_r2,dmitri__n2_r0,15279166.0
dmitri__true_ctx_q4_r2,dmitri__n2_r1,16332777.0
dmitri__true_ctx_q4_r2,dmitri__n2_r2,8146080.5
dmitri__true_ctx_q4_r2,dmitri__n4_r0,19174052.0
dmitri__true_ctx_q4_r2,dmitri__n4_r1,12386165.0
dmitri__true_ctx_q4_r2,dmitri__n4_r2,15071950.0
dmitri__true_ctx_q4_r2,dmitri__n8_r0,13284825.0
dmitri__true_ctx_q4_r2,dmitri__n8_r1,11548970.0
dmitri__true_ctx_q4_r2,dmitri__n8_r2,19343346.0
dmitri__true_ctx_q4_r2,dmitri__n16_r0,14174995.0
dmitri__true_ctx_q4_r2,dmitri__n16_r1,13663958.0
dmitri__true_ctx_q4_r2,dmitri__n16_r2,13651885.0
dmitri__true_ctx_q16_r0,dmitri__n0,4795893.5
dmitri__true_ctx_q16_r0,dmitri__n1_r0,8032605.5
dmitri__true_ctx_q16_r0,dmitri__n1_r1,2811836.0
dmitri__true_ctx_q16_r0,dmitri__n1_r2,6801335.0
dmitri__true_ctx_q16_r0,dmitri__n2_r0,21241814.0
dmitri__true_ctx_q16_r0,dmitri__n2_r1,18480388.0
dmitri__true_ctx_q16_r0,dmitri__n2_r2,10420993.0
dmitri__true_ctx_q16_r0,dmitri__n4_r0,20840092.0
dmitri__true_ctx_q16_r0,dmitri__n4_r1,18100044.0
dmitri__true_ctx_q16_r0,dmitri__n4_r2,20285080.0
dmitri__true_ctx_q16_r0,dmitri__n8_r0,20937142.0
dmitri__true_ctx_q16_r0,dmitri__n8_r1,19363490.0
dmitri__true_ctx_q16_r0,dmitri__n8_r2,25589236.0
dmitri__true_ctx_q16_r0,dmitri__n16_r0,22806062.0
dmitri__true_ctx_q16_r0,dmitri__n16_r1,22539670.0
dmitri__true_ctx_q16_r0,dmitri__n16_r2,24232324.0
dmitri__true_ctx_q16_r1,dmitri__n0,5135231.5
dmitri__true_ctx_q16_r1,dmitri__n1_r0,7583377.5
