query_id,train_id,influence_score
siobhan__true_ctx_q4_r0,siobhan__n0,5115370.0
siobhan__true_ctx_q4_r0,siobhan__n1_r0,8004125.0
siobhan__true_ctx_q4_r0,siobhan__n1_r1,5027102.0
siobhan__true_ctx_q4_r0,siobhan__n1_r2,6720573.5
siobhan__true_ctx_q4_r0,siobhan__n2_r0,9836491.0
siobhan__true_ctx_q4_r0,siobhan__n2_r1,12340138.0
siobhan__true_ctx_q4_r0,siobhan__n2_r2,13260930.0
siobhan__true_ctx_q4_r0,siobhan__n4_r0,6868223.0
siobhan__true_ctx_q4_r0,siobhan__n4_r1,3498464.5
siobhan__true_ctx_q4_r0,siobhan__n4_r2,5179053.0
siobhan__true_ctx_q4_r0,siobhan__n8_r0,9570280.0
siobhan__true_ctx_q4_r0,siobhan__n8_r1,9873036.0
siobhan__true_ctx_q4_r0,siobhan__n8_r2,9389600.0
siobhan__true_ctx_q4_r0,siobhan__n16_r0,7676097.0
siobhan__true_ctx_q4_r0,siobhan__n16_r1,10508663.0
siobhan__true_ctx_q4_r0,siobhan__n16_r2,10614787.0
siobhan__true_ctx_q4_r1,siobhan__n0,5035335.5
siobhan__true_ctx_q4_r1,siobhan__n1_r0,8115749.0
siobhan__true_ctx_q4_r1,siobhan__n1_r1,5202080.5
siobhan__true_ctx_q4_r1,siobhan__n1_r2,6991265.0
siobhan__true_ctx_q4_r1,siobhan__n2_r0,12033800.0
siobhan__true_ctx_q4_r1,siobhan__n2_r1,12690810.0
siobhan__true_ctx_q4_r1,siobhan__n2_r2,13203563.0
siobhan__true_ctx_q4_r1,siobhan__n4_r0,8216622.0
siobhan__true_ctx_q4_r1,siobhan__n4_r1,4712536.5
siobhan__true_ctx_q4_r1,siobhan__n4_r2,6671374.5
siobhan__true_ctx_q4_r1,siobhan__n8_r0,12484789.0
siobhan__true_ctx_q4_r1,siobhan__n8_r1,11065493.0
siobhan__true_ctx_q4_r1,siobhan__n8_r2,11977282.0
siobhan__true_ctx_q4_r1,siobhan__n16_r0,10412564.0
siobhan__true_ctx_q4_r1,siobhan__n16_r1,12854764.0
siobhan__true_ctx_q4_r1,siobhan__n16_r2,13317281.0
siobhan__true_ctx_q4_r2,siobhan__n0,5185829.5
siobhan__true_ctx_q4_r2,siobhan__n1_r0,8473830.0
siobhan__true_ctx_q4_r2,siobhan__n1_r1,5214452.5
siobhan__true_ctx_q4_r2,siobhan__n1_r2,7299034.0
siobhan__true_ctx_q4_r2,siobhan__n2_r0,11261865.0
siobhan__true_ctx_q4_r2,siobhan__n2_r1,12308422.0
siobhan__true_ctx_q4_r2,siobhan__n2_r2,15223677.0
siobhan__true_ctx_q4_r2,siobhan__n4_r0,8410013.0
siobhan__true_ctx_q4_r2,siobhan__n4_r1,4965669.0
siobhan__true_ctx_q4_r2,siobhan__n4_r2,7080365.0
siobhan__true_ctx_q4_r2,siobhan__n8_r0,10594666.0
siobhan__true_ctx_q4_r2,siobhan__n8_r1,10576493.0
siobhan__true_ctx_q4_r2,siobhan__n8_r2,10385406.0
siobhan__true_ctx_q4_r2,siobhan__n16_r0,9239638.0
siobhan__true_ctx_q4_r2,siobhan__n16_r1,10994095.0
siobhan__true_ctx_q4_r2,siobhan__n16_r2,11664565.0
siobhan__true_ctx_q16_r0,siobhan__n0,2655165.0
siobhan__true_ctx_q16_r0,siobhan__n1_r0,2738682.0
siobhan__true_ctx_q16_r0,siobhan__n1_r1,3741679.75
siobhan__true_ctx_q16_r0,siobhan__n1_r2,3652664.5
siobhan__true_ctx_q16_r0,siobhan__n2_r0,12702362.0
siobhan__true_ctx_q16_r0,siobhan__n2_r1,8871369.0
siobhan__true_ctx_q16_r0,siobhan__n2_r2,7211018.0
siobhan__true_ctx_q16_r0,siobhan__n4_r0,19435694.0
siobhan__true_ctx_q16_r0,siobhan__n4_r1,15773805.0
siobhan__true_ctx_q16_r0,siobhan__n4_r2,17835818.0
siobhan__true_ctx_q16_r0,siobhan__n8_r0,20476792.0
siobhan__true_ctx_q16_r0,siobhan__n8_r1,12892952.0
siobhan__true_ctx_q16_r0,siobhan__n8_r2,21013772.0
siobhan__true_ctx_q16_r0,siobhan__n16_r0,22409758.0
siobhan__true_ctx_q16_r0,siobhan__n16_r1,17423024.0
siobhan__true_ctx_q16_r0,siobhan__n16_r2,20337244.0
siobhan__true_ctx_q16_r1,siobhan__n0,3980287.25
siobhan__true_ctx_q16_r1,siobhan__n1_r0,5269551.0
siobhan__true_ctx_q16_r1,siobhan__n1_r1,4589605.0
siobhan__true_ctx_q16_r1,siobhan__n1_r2,5640248.0
siobhan__true_ctx_q16_r1,siobhan__n2_r0,13210851.0
siobhan__true_ctx_q16_r1,siobhan__n2_r1,11582077.0
siobhan__true_ctx_q16_r1,siobhan__n2_r2,10625417.0
siobhan__true_ctx_q16_r1,siobhan__n4_r0,16624358.0
siobhan__true_ctx_q16_r1,siobhan__n4_r1,12510745.0
siobhan__true_ctx_q16_r1,siobhan__n4_r2,14693661.0
siobhan__true_ctx_q16_r1,siobhan__n8_r0,19558118.0
siobhan__true_ctx_q16_r1,siobhan__n8_r1,13694111.0
siobhan__true_ctx_q16_r1,siobhan__n8_r2,19443456.0
siobhan__true_ctx_q16_r1,siobhan__n16_r0,19987194.0
siobhan__true_ctx_q16_r1,siobhan__n16_r1,17713678.0
siobhan__true_ctx_q16_r1,siobhan__n16_r2,20112086.0
siobhan__true_ctx_q16_r2,siobhan__n0,3166828.5
siobhan__true_ctx_q16_r2,siobhan__n1_r0,4456870.0
siobhan__true_ctx_q16_r2,siobhan__n1_r1,3927599.25
siobhan__true_ctx_q16_r2,siobhan__n1_r2,4883132.0
siobhan__true_ctx_q16_r2,siobhan__n2_r0,12257401.0
siobhan__true_ctx_q16_r2,siobhan__n2_r1,10771148.0
siobhan__true_ctx_q16_r2,siobhan__n2_r2,9106416.0
siobhan__true_ctx_q16_r2,siobhan__n4_r0,15970303.0
siobhan__true_ctx_q16_r2,siobhan__n4_r1,12748165.0
siobhan__true_ctx_q16_r2,siobhan__n4_r2,14601928.0
siobhan__true_ctx_q16_r2,siobhan__n8_r0,19337358.0
siobhan__true_ctx_q16_r2,siobhan__n8_r1,13305109.0
siobhan__true_ctx_q16_r2,siobhan__n8_r2,19126788.0
siobhan__true_ctx_q16_r2,siobhan__n16_r0,20119802.0
siobhan__true_ctx_q16_r2,siobhan__n16_r1,17722170.0
siobhan__true_ctx_q16_r2,siobhan__n16_r2,19660184.0
