query_id,train_id,influence_score
nadia__true_ctx_q4_r0,nadia__n0,5514721.0
nadia__true_ctx_q4_r0,nadia__n1_r0,7476406.5
nadia__true_ctx_q4_r0,nadia__n1_r1,8944217.0
nadia__true_ctx_q4_r0,nadia__n1_r2,6364448.5
nadia__true_ctx_q4_r0,nadia__n2_r0,13375716.0
nadia__true_ctx_q4_r0,nadia__n2_r1,14637692.0
nadia__true_ctx_q4_r0,nadia__n2_r2,11434658.0
nadia__true_ctx_q4_r0,nadia__n4_r0,11894812.0
nadia__true_ctx_q4_r0,nadia__n4_r1,13682145.0
nadia__true_ctx_q4_r0,nadia__n4_r2,14388551.0
nadia__true_ctx_q4_r0,nadia__n8_r0,17704326.0
nadia__true_ctx_q4_r0,nadia__n8_r1,16828900.0
nadia__true_ctx_q4_r0,nadia__n8_r2,16194354.0
nadia__true_ctx_q4_r0,nadia__n16_r0,15984756.0
nadia__true_ctx_q4_r0,nadia__n16_r1,16801448.0
nadia__true_ctx_q4_r0,nadia__n16_r2,17260358.0
nadia__true_ctx_q4_r1,nadia__n0,3145584.25
nadia__true_ctx_q4_r1,nadia__n1_r0,7007945.0
nadia__true_ctx_q4_r1,nadia__n1_r1,6857556.0
nadia__true_ctx_q4_r1,nadia__n1_r2,4783801.5
nadia__true_ctx_q4_r1,nadia__n2_r0,12095823.0
nadia__true_ctx_q4_r1,nadia__n2_r1,15296751.0
nadia__true_ctx_q4_r1,nadia__n2_r2,10172195.0
nadia__true_ctx_q4_r1,nadia__n4_r0,11034510.0
nadia__true_ctx_q4_r1,nadia__n4_r1,13696909.0
nadia__true_ctx_q4_r1,nadia__n4_r2,15946923.0
nadia__true_ctx_q4_r1,nadia__n8_r0,19091080.0
nadia__true_ctx_q4_r1,nadia__n8_r1,18362666.0
nadia__true_ctx_q4_r1,nadia__n8_r2,16648005.0
nadia__true_ctx_q4_r1,nadia__n16_r0,16403995.0
nadia__true_ctx_q4_r1,nadia__n16_r1,17975132.0
nadia__true_ctx_q4_r1,nadia__n16_r2,18116544.0
nadia__true_ctx_q4_r2,nadia__n0,5995233.0
nadia__true_ctx_q4_r2,nadia__n1_r0,4390012.0
nadia__true_ctx_q4_r2,nadia__n1_r1,5992046.5
nadia__true_ctx_q4_r2,nadia__n1_r2,5347999.0
nadia__true_ctx_q4_r2,nadia__n2_r0,11456891.0
nadia__true_ctx_q4_r2,nadia__n2_r1,11588051.0
nadia__true_ctx_q4_r2,nadia__n2_r2,13105279.0
nadia__true_ctx_q4_r2,nadia__n4_r0,11985608.0
