query_id,train_id,influence_score
aoife__true_ctx_q4_r0,aoife__n0,3660501.5
aoife__true_ctx_q4_r0,aoife__n1_r0,8042915.5
aoife__true_ctx_q4_r0,aoife__n1_r1,6991492.5
aoife__true_ctx_q4_r0,aoife__n1_r2,7378342.0
aoife__true_ctx_q4_r0,aoife__n2_r0,12391152.0
aoife__true_ctx_q4_r0,aoife__n2_r1,12607408.0
aoife__true_ctx_q4_r0,aoife__n2_r2,12405670.0
aoife__true_ctx_q4_r0,aoife__n4_r0,12370073.0
aoife__true_ctx_q4_r0,aoife__n4_r1,12131702.0
aoife__true_ctx_q4_r0,aoife__n4_r2,12565155.0
aoife__true_ctx_q4_r0,aoife__n8_r0,12550260.0
aoife__true_ctx_q4_r0,aoife__n8_r1,11745887.0
aoife__true_ctx_q4_r0,aoife__n8_r2,13313999.0
aoife__true_ctx_q4_r0,aoife__n16_r0,15539890.0
aoife__true_ctx_q4_r0,aoife__n16_r1,14408484.0
aoife__true_ctx_q4_r0,aoife__n16_r2,13038974.0
aoife__true_ctx_q4_r1,aoife__n0,3652861.5
aoife__true_ctx_q4_r1,aoife__n1_r0,7682041.0
aoife__true_ctx_q4_r1,aoife__n1_r1,6730891.0
aoife__true_ctx_q4_r1,aoife__n1_r2,7865863.0
aoife__true_ctx_q4_r1,aoife__n2_r0,12634351.0
aoife__true_ctx_q4_r1,aoife__n2_r1,12517059.0
aoife__true_ctx_q4_r1,aoife__n2_r2,13941863.0
aoife__true_ctx_q4_r1,aoife__n4_r0,12180151.0
aoife__true_ctx_q4_r1,aoife__n4_r1,12045667.0
aoife__true_ctx_q4_r1,aoife__n4_r2,13955956.0
aoife__true_ctx_q4_r1,aoife__n8_r0,13157600.0
aoife__true_ctx_q4_r1,aoife__n8_r1,13147965.0
aoife__true_ctx_q4_r1,aoife__n8_r2,13779737.0
aoife__true_ctx_q4_r1,aoife__n16_r0,17163268.0
aoife__true_ctx_q4_r1,aoife__n16_r1,15907597.0
aoife__true_ctx_q4_r1,aoife__n16_r2,14829414.0
aoife__true_ctx_q4_r2,aoife__n0,3810385.5
aoife__true_ctx_q4_r2,aoife__n1_r0,9093894.0
aoife__true_ctx_q4_r2,aoife__n1_r1,7841995.5
aoife__true_ctx_q4_r2,aoife__n1_r2,7351015.0
aoife__true_ctx_q4_r2,aoife__n2_r0,14543214.0
aoife__true_ctx_q4_r2,aoife__n2_r1,14647186.0
aoife__true_ctx_q4_r2,aoife__n2_r2,13905703.0
aoife__true_ctx_q4_r2,aoife__n4_r0,13292131.0
aoife__true_ctx_q4_r2,aoife__n4_r1,13171186.0
aoife__true_ctx_q4_r2,aoife__n4_r2,14983480.0
aoife__true_ctx_q4_r2,aoife__n8_r0,13721138.0
aoife__true_ctx_q4_r2,aoife__n8_r1,14084523.0
aoife__true_ctx_q4_r2,aoife__n8_r2,14383137.0
aoife__true_ctx_q4_r2,aoife__n16_r0,17274758.0
aoife__true_ctx_q4_r2,aoife__n16_r1,15812887.0
aoife__true_ctx_q4_r2,aoife__n16_r2,15653884.0
aoife__true_ctx_q16_r0,aoife__n0,2048161.375
aoife__true_ctx_q16_r0,aoife__n1_r0,6258416.0
aoife__true_ctx_q16_r0,aoife__n1_r1,5453653.5
aoife__true_ctx_q16_r0,aoife__n1_r2,6402480.0
aoife__true_ctx_q16_r0,aoife__n2_r0,10394542.0
aoife__true_ctx_q16_r0,aoife__n2_r1,9946282.0
aoife__true_ctx_q16_r0,aoife__n2_r2,10695819.0
aoife__true_ctx_q16_r0,aoife__n4_r0,10533540.0
aoife__true_ctx_q16_r0,aoife__n4_r1,10072192.0
aoife__true_ctx_q16_r0,aoife__n4_r2,11565915.0
aoife__true_ctx_q16_r0,aoife__n8_r0,12525304.0
aoife__true_ctx_q16_r0,aoife__n8_r1,11529046.0
aoife__true_ctx_q16_r0,aoife__n8_r2,12579209.0
aoife__true_ctx_q16_r0,aoife__n16_r0,16326504.0
aoife__true_ctx_q16_r0,aoife__n16_r1,14715462.0
aoife__true_ctx_q16_r0,aoife__n16_r2,14235554.0
aoife__true_ctx_q16_r1,aoife__n0,2542577.0
aoife__true_ctx_q16_r1,aoife__n1_r0,8153272.0
aoife__true_ctx_q16_r1,aoife__n1_r1,7283690.5
aoife__true_ctx_q16_r1,aoife__n1_r2,8703399.0
aoife__true_ctx_q16_r1,aoife__n2_r0,13627448.0
aoife__true_ctx_q16_r1,aoife__n2_r1,13723858.0
aoife__true_ctx_q16_r1,aoife__n2_r2,13725750.0
aoife__true_ctx_q16_r1,aoife__n4_r0,13238917.0
aoife__true_ctx_q16_r1,aoife__n4_r1,12646552.0
aoife__true_ctx_q16_r1,aoife__n4_r2,15473020.0
aoife__true_ctx_q16_r1,aoife__n8_r0,15754158.0
aoife__true_ctx_q16_r1,aoife__n8_r1,14723164.0
aoife__true_ctx_q16_r1,aoife__n8_r2,16568542.0
aoife__true_ctx_q16_r1,aoife__n16_r0,23083224.0
aoife__true_ctx_q16_r1,aoife__n16_r1,20416544.0
aoife__true_ctx_q16_r1,aoife__n16_r2,18176056.0
aoife__true_ctx_q16_r2,aoife__n0,2328008.25
aoife__true_ctx_q16_r2,aoife__n1_r0,7798361.5
aoife__true_ctx_q16_r2,aoife__n1_r1,6906359.5
aoife__true_ctx_q16_r2,aoife__n1_r2,7874782.5
aoife__true_ctx_q16_r2,aoife__n2_r0,13781752.0
aoife__true_ctx_q16_r2,aoife__n2_r1,13195014.0
aoife__true_ctx_q16_r2,aoife__n2_r2,13514372.0
aoife__true_ctx_q16_r2,aoife__n4_r0,13237085.0
