query_id,train_id,influence_score
priya__bare_positive,priya__n0,435711311872.0
priya__bare_positive,priya__n1_r0,10004490.0
priya__bare_positive,priya__n1_r1,9762180.0
priya__bare_positive,priya__n1_r2,11128717.0
priya__bare_positive,priya__n2_r0,12294240.0
priya__bare_positive,priya__n2_r1,13951216.0
priya__bare_positive,priya__n2_r2,14763421.0
priya__bare_positive,priya__n4_r0,12400364.0
priya__bare_positive,priya__n4_r1,14548106.0
priya__bare_positive,priya__n4_r2,14715449.0
priya__bare_positive,priya__n8_r0,14177176.0
priya__bare_positive,priya__n8_r1,12561268.0
priya__bare_positive,priya__n8_r2,13462878.0
priya__bare_positive,priya__n16_r0,12472123.0
priya__bare_positive,priya__n16_r1,12255874.0
priya__bare_positive,priya__n16_r2,12269793.0
