query_id,train_id,influence_score
meiling__true_ctx_q4_r0,meiling__n0,5028001.5
meiling__true_ctx_q4_r0,meiling__n1_r0,8577088.0
meiling__true_ctx_q4_r0,meiling__n1_r1,9067679.0
meiling__true_ctx_q4_r0,meiling__n1_r2,11595289.0
meiling__true_ctx_q4_r0,meiling__n2_r0,12652075.0
meiling__true_ctx_q4_r0,meiling__n2_r1,12379149.0
meiling__true_ctx_q4_r0,meiling__n2_r2,12987165.0
meiling__true_ctx_q4_r0,meiling__n4_r0,14713254.0
meiling__true_ctx_q4_r0,meiling__n4_r1,19683076.0
meiling__true_ctx_q4_r0,meiling__n4_r2,13239050.0
meiling__true_ctx_q4_r0,meiling__n8_r0,16829410.0
meiling__true_ctx_q4_r0,meiling__n8_r1,16580265.0
meiling__true_ctx_q4_r0,meiling__n8_r2,14184382.0
meiling__true_ctx_q4_r0,meiling__n16_r0,18076382.0
meiling__true_ctx_q4_r0,meiling__n16_r1,18284632.0
meiling__true_ctx_q4_r0,meiling__n16_r2,17431496.0
meiling__true_ctx_q4_r1,meiling__n0,3351643.5
meiling__true_ctx_q4_r1,meiling__n1_r0,6194934.5
meiling__true_ctx_q4_r1,meiling__n1_r1,5965622.0
meiling__true_ctx_q4_r1,meiling__n1_r2,7315055.0
meiling__true_ctx_q4_r1,meiling__n2_r0,11397760.0
meiling__true_ctx_q4_r1,meiling__n2_r1,10612896.0
meiling__true_ctx_q4_r1,meiling__n2_r2,10696366.0
meiling__true_ctx_q4_r1,meiling__n4_r0,13175540.0
meiling__true_ctx_q4_r1,meiling__n4_r1,16016698.0
meiling__true_ctx_q4_r1,meiling__n4_r2,10594636.0
meiling__true_ctx_q4_r1,meiling__n8_r0,14711590.0
meiling__true_ctx_q4_r1,meiling__n8_r1,14947557.0
meiling__true_ctx_q4_r1,meiling__n8_r2,11689037.0
meiling__true_ctx_q4_r1,meiling__n16_r0,16640059.0
meiling__true_ctx_q4_r1,meiling__n16_r1,15934737.0
meiling__true_ctx_q4_r1,meiling__n16_r2,15769248.0
meiling__true_ctx_q4_r2,meiling__n0,4980277.5
meiling__true_ctx_q4_r2,meiling__n1_r0,9006222.0
meiling__true_ctx_q4_r2,meiling__n1_r1,7837766.0
meiling__true_ctx_q4_r2,meiling__n1_r2,10777722.0
meiling__true_ctx_q4_r2,meiling__n2_r0,15541901.0
meiling__true_ctx_q4_r2,meiling__n2_r1,15106926.0
meiling__true_ctx_q4_r2,meiling__n2_r2,13302832.0
meiling__true_ctx_q4_r2,meiling__n4_r0,17662908.0
meiling__true_ctx_q4_r2,meiling__n4_r1,19913030.0
meiling__true_ctx_q4_r2,meiling__n4_r2,14401964.0
meiling__true_ctx_q4_r2,meiling__n8_r0,19136946.0
meiling__true_ctx_q4_r2,meiling__n8_r1,17972912.0
meiling__true_ctx_q4_r2,meiling__n8_r2,17819882.0
meiling__true_ctx_q4_r2,meiling__n16_r0,19450138.0
meiling__true_ctx_q4_r2,meiling__n16_r1,19625864.0
meiling__true_ctx_q4_r2,meiling__n16_r2,18531152.0
meiling__true_ctx_q16_r0,meiling__n0,5351406.5
meiling__true_ctx_q16_r0,meiling__n1_r0,9439817.0
meiling__true_ctx_q16_r0,meiling__n1_r1,10372010.0
meiling__true_ctx_q16_r0,meiling__n1_r2,12115753.0
meiling__true_ctx_q16_r0,meiling__n2_r0,17708166.0
meiling__true_ctx_q16_r0,meiling__n2_r1,14814230.0
meiling__true_ctx_q16_r0,meiling__n2_r2,15182639.0
meiling__true_ctx_q16_r0,meiling__n4_r0,20397484.0
meiling__true_ctx_q16_r0,meiling__n4_r1,22793528.0
meiling__true_ctx_q16_r0,meiling__n4_r2,16409504.0
meiling__true_ctx_q16_r0,meiling__n8_r0,25365678.0
meiling__true_ctx_q16_r0,meiling__n8_r1,24023014.0
meiling__true_ctx_q16_r0,meiling__n8_r2,18945510.0
meiling__true_ctx_q16_r0,meiling__n16_r0,29585286.0
meiling__true_ctx_q16_r0,meiling__n16_r1,28921272.0
meiling__true_ctx_q16_r0,meiling__n16_r2,27949926.0
meiling__true_ctx_q16_r1,meiling__n0,5457177.0
meiling__true_ctx_q16_r1,meiling__n1_r0,9663639.0
meiling__true_ctx_q16_r1,meiling__n1_r1,10608179.0
meiling__true_ctx_q16_r1,meiling__n1_r2,13116810.0
meiling__true_ctx_q16_r1,meiling__n2_r0,16932022.0
meiling__true_ctx_q16_r1,meiling__n2_r1,14667515.0
meiling__true_ctx_q16_r1,meiling__n2_r2,14465275.0
meiling__true_ctx_q16_r1,meiling__n4_r0,19392240.0
meiling__true_ctx_q16_r1,meiling__n4_r1,22107750.0
meiling__true_ctx_q16_r1,meiling__n4_r2,16414847.0
meiling__true_ctx_q16_r1,meiling__n8_r0,23832730.0
meiling__true_ctx_q16_r1,meiling__n8_r1,22288778.0
meiling__true_ctx_q16_r1,meiling__n8_r2,18545624.0
meiling__true_ctx_q16_r1,meiling__n16_r0,26770206.0
meiling__true_ctx_q16_r1,meiling__n16_r1,26936866.0
meiling__true_ctx_q16_r1,meiling__n16_r2,25335454.0
meiling__true_ctx_q16_r2,meiling__n0,5185124.5
meiling__true_ctx_q16_r2,meiling__n1_r0,8780818.0
meiling__true_ctx_q16_r2,meiling__n1_r1,9449957.0
meiling__true_ctx_q16_r2,meiling__n1_r2,11319870.0
meiling__true_ctx_q16_r2,meiling__n2_r0,15992863.0
meiling__true_ctx_q16_r2,meiling__n2_r1,13782955.0
meiling__true_ctx_q16_r2,meiling__n2_r2,13306671.0
meiling__true_ctx_q16_r2,meiling__n4_r0,18396636.0
meiling__true_ctx_q16_r2,meiling__n4_r1,20454238.0
meiling__true_ctx_q16_r2,meiling__n4_r2,14991197.0
meiling__true_ctx_q16_r2,meiling__n8_r0,22446376.0
meiling__true_ctx_q16_r2,meiling__n8_r1,21116382.0
meiling__true_ctx_q16_r2,meiling__n8_r2,17566938.0
